,,link,position,decl_title,decl_link
ՀԿ_09,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3501/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=39992/
ՀԿ_09,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3501/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48804/
ՀԿ_09,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3501/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=73078/
ՀԿ_09,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3501/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=96363/
ՀԿ_10,0,http://cpcarmenia.am//hy/declarations-registry/user_id=42610/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=102008/
ՀԿ_11,0,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ ԿԱ ՊԵԿ Օպերատիվ հետախուզության վարչության 7-րդ բաժնի պետ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2018),http://cpcarmenia.am/hy/declarations-registry/id=32772/
ՀԿ_11,1,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ ՊԵԿ օպերատիվ հետախուզության վարչության ոլորտային թիվ 6 բաժնի պետ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=39560/
ՀԿ_11,2,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ ՊԵԿ հետաքննության և օպերատիվ-հետախուզության վարչության թիվ 1 /Երևան քաղաքի/ բաժնի պետի տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականություններն դադարեցնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=56673/
ՀԿ_11,3,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ ՊԵԿ հետաքննության և օպերատիվ-հետախուզության վարչության թիվ 1 /Երևան քաղաքի/ բաժնի պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=56734/
ՀԿ_11,4,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ հատուկ քննչական ծառայության գլխավոր քարտուղար,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=62066/
ՀԿ_11,5,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ հատուկ քննչական ծառայության գլխավոր քարտուղար,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=72059/
ՀԿ_11,6,http://cpcarmenia.am//hy/declarations-registry/user_id=15430/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ԳԼԽԱՎՈՐ ՔԱՐՏՈՒՂԱՐ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=90126/
ՀԿ_12,0,http://cpcarmenia.am//hy/declarations-registry/user_id=20428/,Հատուկ քննչական ծառայության պետի ավագ օգնական,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=49841/
ՀԿ_12,1,http://cpcarmenia.am//hy/declarations-registry/user_id=20428/,Հատուկ քննչական ծառայության պետի ավագ օգնական,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=63502/
ՀԿ_12,2,http://cpcarmenia.am//hy/declarations-registry/user_id=20428/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀԻ ՕԳՆԱԿԱՆ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=87295/
ՀԿ_13,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ քննչական կոմիտեի տարածքային քննչական վարչությունների գործունեության վերահսկողության գլխավոր վարչության պետի տեղակալ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15737/
ՀԿ_13,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ քննչական կոմիտեի տարածքային քննչական վարչությունների գործունեության վերահսկողության գլխավոր վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=24336/
ՀԿ_13,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ ԱԱԾ քննչական դեպարտամենտի պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=34807/
ՀԿ_13,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ ԱԱԾ քննչական դեպարտամենտի պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=47985/
ՀԿ_13,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ արդարադատության նախարարության քրեակատարողական ծառայության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=64872/
ՀԿ_13,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ արդարադատության նախարարության քրեակատարողական ծառայության պետի տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=80083/
ՀԿ_13,6,http://cpcarmenia.am//hy/declarations-registry/user_id=5497/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀԻ ՏԵՂԱԿԱԼԻ ՕԳՆԱԿԱՆ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=89082/
ՀԿ_14,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4156/,ՀՀ ԿԱ ոստիկանության Երևան քաղաքի վարչության պետի տեղակալ օպերատիվ գծով,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15569/
ՀԿ_14,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4156/,ՀՀ ԿԱ ոստիկանության Երևան քաղաքի վարչության պետի տեղակալ օպերատիվ գծով,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22211/
ՀԿ_14,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4156/,ՀՀ ԿԱ ոստիկանության Երևան քաղաքի վարչության պետ,Պաշտոնատար անձի պաշտոնը դադարեցնելու հայտարարագիր  (2018),http://cpcarmenia.am/hy/declarations-registry/id=32659/
ՀԿ_14,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4156/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀԻ ՏԵՂԱԿԱԼԻ ՕԳՆԱԿԱՆ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100768/
ՀԿ_15,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ քննչական կոմիտեի Գեղարքունիքի մարզային  քննչական վարչության Վարդենիսի  քննչական բաժնի  պետ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15579/
ՀԿ_15,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի  քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=18354/
ՀԿ_15,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի  քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=21307/
ՀԿ_15,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=39598/
ՀԿ_15,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=49078/
ՀԿ_15,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ Հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=71125/
ՀԿ_15,6,http://cpcarmenia.am//hy/declarations-registry/user_id=4852/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՊԵՏԻ ՏԵՂԱԿԱԼ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=89617/
ՀԿ_16,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ քննչական կոմիտեի  հատկապես կարևոր գործերի քննության գլխավոր վարչության ՀԿԳ ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=16752/
ՀԿ_16,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ քննչական կոմիտեի  հատկապես կարևոր գործերի քննության գլխավոր վարչության ՀԿԳ ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=27726/
ՀԿ_16,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ քննչական կոմիտեի հատկապես կարևոր գործերի քննության գլխավոր վարչության ընդհանուր բնույթի և ընտրական հանցագործությունների քննության վարչության պետի տեղակալ /ՀԿԳ ավագ քննիչ/,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=44794/
ՀԿ_16,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=56826/
ՀԿ_16,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=73273/
ՀԿ_16,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5440/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԱՌԱՋԻՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=95193/
ՀԿ_17,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15624/
ՀԿ_17,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22563/
ՀԿ_17,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=43326/
ՀԿ_17,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=55364/
ՀԿ_17,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ Հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=72954/
ՀԿ_17,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3499/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՊԵՏԻ ՏԵՂԱԿԱԼ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=92459/
ՀԿ_18,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ քննչական կոմիտեի  հատկապես կարևոր գործերի քննության գլխավոր վարչության ՀԿԳ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17250/
ՀԿ_18,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ քննչական կոմիտեի  հատկապես կարևոր գործերի քննության գլխավոր վարչության ՀԿԳ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=24951/
ՀԿ_18,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=42670/
ՀԿ_18,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=58881/
ՀԿ_18,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=70747/
ՀԿ_18,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5421/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐԿՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=90517/
ՀԿ_19,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության ՀԿԳ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=16110/
ՀԿ_19,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության ՀԿԳ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22473/
ՀԿ_19,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության ծանր հանցագործությունների քննության բաժնի ՀԿԳ ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=35930/
ՀԿ_19,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=53549/
ՀԿ_19,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության ՀԿԳ ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=68549/
ՀԿ_19,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5704/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՔՆՆՉԱԿԱՆ ԵՐՐՈՐԴ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=87919/
ՀԿ_20,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=16375/
ՀԿ_20,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=20465/
ՀԿ_20,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=37339/
ՀԿ_20,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48083/
ՀԿ_20,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=64207/
ՀԿ_20,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3493/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ՊԵՏ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=86956/
ՀԿ_21,0,http://cpcarmenia.am//hy/declarations-registry/user_id=6692/,"Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության պետի տեղակալ",Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=33208/
ՀԿ_21,1,http://cpcarmenia.am//hy/declarations-registry/user_id=6692/,"ՀՀ Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության պետի տեղակալ",Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=33224/
ՀԿ_21,2,http://cpcarmenia.am//hy/declarations-registry/user_id=6692/,"ՀՀ Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության պետի տեղակալ",Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=38759/
